pmc_index	pmcc_index	mc7	mc8	mc8o	mc9	mc10	mc11	mc12	pmcc_id	pmcc_uuid	pmcc_submission_time	pmcc_parent_table_name	pmcc_parent_index	pmcc_tags	pmcc_notes	pmcc_version	pmcc_duration	pmcc_submitted_by
1719.0	2031	"legumes_oilseeds"	"cowpeas"		4	1	2.0	8				"rgrp2"	1719					
1720.0	2032	"cereals"	"maize"		2	0	15.0	0				"rgrp2"	1720					
1720.0	2033	"legumes_oilseeds"	"legume_other"		4	0	2.0	1				"rgrp2"	1720					
1721.0	2034	"cereals"	"maize"		1	0	12.0	0				"rgrp2"	1721					
1721.0	2035	"legumes_oilseeds"	"legume_other"		4	0	2.0	1				"rgrp2"	1721					
1723.0	2036	"cereals"	"maize"		2	0	4.0	0				"rgrp2"	1723					
1723.0	2037	"legumes_oilseeds"	"legume_other"		4	0	3.0	1				"rgrp2"	1723					
1724.0	2038	"cereals"	"maize"		2	0	6.0	0				"rgrp2"	1724					
1724.0	2039	"legumes_oilseeds"	"legume_other"		4	0	2.5	1				"rgrp2"	1724					
1726.0	2040	"cereals"	"maize"		2	0	3.0	1				"rgrp2"	1726					
1726.0	2041	"legumes_oilseeds"	"legume_other"		4	0	1.0	2				"rgrp2"	1726					
1728.0	2042	"cereals"	"maize"		2	0	2.0	0				"rgrp2"	1728					
1728.0	2043	"legumes_oilseeds"	"groundnut"		3	0	5.0	8				"rgrp2"	1728					
1729.0	2044	"cereals"	"maize"		3	0	0.99	8				"rgrp2"	1729					
1729.0	2045	"legumes_oilseeds"	"cowpeas"		4	0	0.99	8				"rgrp2"	1729					
1730.0	2046	"cereals"	"maize"		1	0	2.0	10				"rgrp2"	1730					
1731.0	2047	"cereals"	"maize"		2	0	40.0	1				"rgrp2"	1731					
1731.0	2048	"legumes_oilseeds"	"beans"		5	0	3.0	1				"rgrp2"	1731					
1731.0	2049	"legumes_oilseeds"	"legume_other"		5	0	2.0	2				"rgrp2"	1731					
1732.0	2050	"cereals"	"maize"		2	0	25.0	1				"rgrp2"	1732					
1732.0	2051	"legumes_oilseeds"	"beans"		5	0	3.0	1				"rgrp2"	1732					
1732.0	2052	"legumes_oilseeds"	"legume_other"		5	0	2.0	1				"rgrp2"	1732					
1733.0	2053	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1733					
1735.0	2054	"legumes_oilseeds"	"green_gram"		1	1	3.0	10				"rgrp2"	1735					
1736.0	2055	"legumes_oilseeds"	"beans"		3	1	0.0	8				"rgrp2"	1736					
1736.0	2056	"legumes_oilseeds"	"green_gram"		3	1	0.0	8				"rgrp2"	1736					
1738.0	2057	"cereals"	"maize"		2	1	1.0	1				"rgrp2"	1738					
1738.0	2058	"legumes_oilseeds"	"cowpeas"		4	1	3.0	12				"rgrp2"	1738					
1740.0	2059	"legumes_oilseeds"	"beans"		3	1	2.0	10				"rgrp2"	1740					
1740.0	2060	"legumes_oilseeds"	"groundnut"		3	1	1.0	2				"rgrp2"	1740					
1741.0	2061	"cereals"	"maize"		2	1	3.0	1				"rgrp2"	1741					
1741.0	2062	"legumes_oilseeds"	"green_gram"		4	1	2.0	10				"rgrp2"	1741					
1742.0	2063	"cereals"	"maize"		2	1	0.0	8				"rgrp2"	1742					
1742.0	2064	"legumes_oilseeds"	"beans"		4	1	0.0	8				"rgrp2"	1742					
1743.0	2065	"cereals"	"maize"		2	0	1.0	0				"rgrp2"	1743					
1743.0	2066	"legumes_oilseeds"	"cowpeas"		4	0	2.0	10				"rgrp2"	1743					
1744.0	2067	"cereals"	"maize"		4	1	2.0	1				"rgrp2"	1744					
1744.0	2068	"legumes_oilseeds"	"green_gram"		4	1	4.0	10				"rgrp2"	1744					
1745.0	2069	"cereals"	"maize"		2	0	2.0	0				"rgrp2"	1745					
1745.0	2070	"legumes_oilseeds"	"green_gram"		4	1	3.0	10				"rgrp2"	1745					
1746.0	2071	"cereals"	"maize"		3	1	3.0	1				"rgrp2"	1746					
1746.0	2072	"legumes_oilseeds"	"cowpeas"		4	0	1.0	10				"rgrp2"	1746					
1746.0	2073	"legumes_oilseeds"	"beans"		4	1	0.0	8				"rgrp2"	1746					
1747.0	2074	"cereals"	"maize"		1	1	1.0	1				"rgrp2"	1747					
1749.0	2075	"cereals"	"maize"		1	1	1.0	3				"rgrp2"	1749					
1750.0	2076	"cereals"	"maize"		2	0	15.0	1				"rgrp2"	1750					
1750.0	2077	"vegetables"	"fiwi"		4	0	1.0	0				"rgrp2"	1750					
1751.0	2078	"cereals"	"maize"		3	0	10.0	1				"rgrp2"	1751					
1751.0	2079	"vegetables"	"fiwi"		3	0	1.0	0				"rgrp2"	1751					
1753.0	2080	"cereals"	"maize"		2	0	8.0	1				"rgrp2"	1753					
1753.0	2081	"vegetables"	"fiwi"		4	0	5.0	10				"rgrp2"	1753					
1755.0	2082	"cereals"	"maize"		3	1	3.0	10				"rgrp2"	1755					
1755.0	2083	"legumes_oilseeds"	"cowpeas"		3	1	1.0	10				"rgrp2"	1755					
1756.0	2084	"cereals"	"maize"		1	1	2.0	10				"rgrp2"	1756					
1758.0	2085	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1758					
1759.0	2086	"cereals"	"maize"		3	1	2.0	10				"rgrp2"	1759					
1759.0	2087	"legumes_oilseeds"	"green_gram"		3	1	1.0	10				"rgrp2"	1759					
1760.0	2088	"cereals"	"maize"		1	1	2.0	10				"rgrp2"	1760					
1761.0	2089	"cereals"	"maize"		1	0	1.5	10				"rgrp2"	1761					
1762.0	2090	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1762					
1764.0	2091	"cereals"	"maize"		1	1	3.0	1				"rgrp2"	1764					
1765.0	2092	"cereals"	"maize"		1	1	5.0	1				"rgrp2"	1765					
1769.0	2093	"cereals"	"maize"		2	1	12.0	0				"rgrp2"	1769					
1769.0	2094	"legumes_oilseeds"	"cowpeas"		4	1	1.0	0				"rgrp2"	1769					
1770.0	2095	"cereals"	"maize"		3	1	2.0	0				"rgrp2"	1770					
1770.0	2096	"legumes_oilseeds"	"cowpeas"		3	1	1.0	10				"rgrp2"	1770					
1772.0	2097	"cereals"	"maize"		2	0	4.0	10				"rgrp2"	1772					
1772.0	2098	"legumes_oilseeds"	"cowpeas"		4	0	1.0	12				"rgrp2"	1772					
1773.0	2099	"cereals"	"maize"		2	1	1.0	1				"rgrp2"	1773					
1773.0	2100	"legumes_oilseeds"	"cowpeas"		4	1	0.0	8				"rgrp2"	1773					
1774.0	2101	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	1774					
1775.0	2102	"cereals"	"maize"		3	1	2.0	1				"rgrp2"	1775					
1775.0	2103	"legumes_oilseeds"	"cowpeas"		3	1	30.0	8				"rgrp2"	1775					
1775.0	2104	"legumes_oilseeds"	"green_gram"		4	1	10.0	8				"rgrp2"	1775					
1776.0	2105	"cereals"	"maize"		2	1	2.0	1				"rgrp2"	1776					
1776.0	2106	"legumes_oilseeds"	"cowpeas"		4	1	50.0	8				"rgrp2"	1776					
1777.0	2107	"cereals"	"maize"		1	0	25.0	1				"rgrp2"	1777					
1780.0	2108	"cereals"	"maize"		1	1	4.0	1				"rgrp2"	1780					
1780.0	2109	"legumes_oilseeds"	"cowpeas"		3	1	3.0	10				"rgrp2"	1780					
1781.0	2110	"cereals"	"maize"		1	1	2.0	8				"rgrp2"	1781					
1781.0	2111	"legumes_oilseeds"	"legume_other"		1	0	2.0	10				"rgrp2"	1781					
1783.0	2112	"cereals"	"maize"		1	1	0.5	8				"rgrp2"	1783					
1783.0	2113	"legumes_oilseeds"	"cowpeas"		3	0	1.0	8				"rgrp2"	1783					
1784.0	2114	"cereals"	"maize"		1	1	20.0	8				"rgrp2"	1784					
1784.0	2115	"legumes_oilseeds"	"cowpeas"		3	0	1.0	8				"rgrp2"	1784					
1786.0	2116	"cash_other"	"coffee"		1	1	1.0	1				"rgrp2"	1786					
1786.0	2117	"fruits"	"banana"		1	1	10.0	17				"rgrp2"	1786					
1787.0	2118	"cereals"	"maize"		1	0	0.0	8				"rgrp2"	1787					
1787.0	2119	"legumes_oilseeds"	"beans"		2	0	0.0	8				"rgrp2"	1787					
1788.0	2120	"legumes_oilseeds"	"cowpeas"		1	1	3.0	10				"rgrp2"	1788					
1789.0	2121	"fruits"	"banana"		1	1	20.0	17				"rgrp2"	1789					
1789.0	2122	"cash_other"	"coffee"		1	1	10.0	8				"rgrp2"	1789					
1790.0	2123	"fruits"	"banana"		1	0	3.0	17				"rgrp2"	1790					
1790.0	2124	"cash_other"	"other"	"Tree"	5	0	100.0	23				"rgrp2"	1790					
1791.0	2125	"fruits"	"banana"		1	0	4.0	17				"rgrp2"	1791					
1791.0	2126	"cash_other"	"other"	"Tree"	5	0	1.0	9				"rgrp2"	1791					
1794.0	2127	"cereals"	"maize"		1	1	3.0	8				"rgrp2"	1794					
1794.0	2128	"legumes_oilseeds"	"pigeon_pea"		5	0	10.0	8				"rgrp2"	1794					
1795.0	2129	"fruits"	"banana"		1	0	4.0	17				"rgrp2"	1795					
1795.0	2130	"cash_other"	"other"	"Trees"	5	0	25.0	23				"rgrp2"	1795					
1797.0	2131	"cereals"	"maize"		4	1	2.0	5				"rgrp2"	1797					
1797.0	2132	"legumes_oilseeds"	"green_gram"		3	1	8.0	8				"rgrp2"	1797					
1797.0	2133	"cereals"	"finger_millet"		4	1	1.0	8				"rgrp2"	1797					
1799.0	2134	"legumes_oilseeds"	"beans"		1	1	0.0	8				"rgrp2"	1799					
1800.0	2135	"cereals"	"maize"		3	1	1.0	8				"rgrp2"	1800					
1800.0	2136	"legumes_oilseeds"	"pigeon_pea"		3	0	1.0	8				"rgrp2"	1800					
1801.0	2137	"legumes_oilseeds"	"cowpeas"		3	1	10.0	8				"rgrp2"	1801					
1801.0	2138	"legumes_oilseeds"	"pigeon_pea"		3	0	1.0	8				"rgrp2"	1801					
1802.0	2139	"cereals"	"finger_millet"		3	1	0.5	8				"rgrp2"	1802					
1802.0	2140	"legumes_oilseeds"	"pigeon_pea"		3	0	1.0	8				"rgrp2"	1802					
1803.0	2141	"cereals"	"maize"		3	1	0.0	8				"rgrp2"	1803					
1803.0	2142	"legumes_oilseeds"	"pigeon_pea"		4	0	1.0	6				"rgrp2"	1803					
1803.0	2143	"cereals"	"pearl_millet"		5	1	0.0	8				"rgrp2"	1803					
1803.0	2144	"legumes_oilseeds"	"beans"		5	1	1.0	10				"rgrp2"	1803					
1804.0	2145	"legumes_oilseeds"	"groundnut"		1	1	200.0	8				"rgrp2"	1804					
1805.0	2146	"cereals"	"maize"		2	1	0.0	8				"rgrp2"	1805					
1805.0	2147	"legumes_oilseeds"	"pigeon_pea"		4	1	1.0	12				"rgrp2"	1805					
1806.0	2148	"cereals"	"maize"		2	1	1.0	5				"rgrp2"	1806					
1806.0	2149	"legumes_oilseeds"	"soyabeans"		4	1	1.0	3				"rgrp2"	1806					
1807.0	2150	"legumes_oilseeds"	"groundnut"		1	1	1.0	1				"rgrp2"	1807					
1808.0	2151	"cereals"	"maize"		4	1	0.0	1				"rgrp2"	1808					
1808.0	2152	"legumes_oilseeds"	"pigeon_pea"		4	0	0.0	0				"rgrp2"	1808					
1808.0	2153	"legumes_oilseeds"	"sunflower"		4	1	1.0	10				"rgrp2"	1808					
1808.0	2154	"legumes_oilseeds"	"sesame"		4	1	2.0	12				"rgrp2"	1808					
1810.0	2155	"cereals"	"maize"		1	1	0.0	1				"rgrp2"	1810					
1813.0	2156	"legumes_oilseeds"	"beans"		3	1	1.0	10				"rgrp2"	1813					
1813.0	2157	"legumes_oilseeds"	"sesame"		3	1	2.0	12				"rgrp2"	1813					
1815.0	2158	"legumes_oilseeds"	"beans"		3	1	0.0	1				"rgrp2"	1815					
1815.0	2159	"legumes_oilseeds"	"sesame"		3	1	0.0	1				"rgrp2"	1815					
1815.0	2160	"cereals"	"finger_millet"		4	0	0.0	1				"rgrp2"	1815					
1817.0	2161	"cereals"	"maize"		3	1	1.0	10				"rgrp2"	1817					
1817.0	2162	"legumes_oilseeds"	"beans"		3	1	2.0	10				"rgrp2"	1817					
1818.0	2163	"cereals"	"maize"		1	1	3.0	10				"rgrp2"	1818					
1819.0	2164	"legumes_oilseeds"	"beans"		1	1	2.0	10				"rgrp2"	1819					
1820.0	2165	"cereals"	"maize"		2	1	1.0	1				"rgrp2"	1820					
1820.0	2166	"legumes_oilseeds"	"sunflower"		4	1	2.0	10				"rgrp2"	1820					
1821.0	2167	"cereals"	"finger_millet"		3	1	1.0	10				"rgrp2"	1821					
1821.0	2168	"legumes_oilseeds"	"cowpeas"		3	1	1.0	10				"rgrp2"	1821					
1822.0	2169	"legumes_oilseeds"	"pigeon_pea"		3	0	1.0	12				"rgrp2"	1822					
1822.0	2170	"legumes_oilseeds"	"groundnut"		3	1	1.0	11				"rgrp2"	1822					
1823.0	2171	"cereals"	"maize"		3	1	0.0	8				"rgrp2"	1823					
1823.0	2172	"legumes_oilseeds"	"beans"		5	1	0.0	8				"rgrp2"	1823					
1823.0	2173	"legumes_oilseeds"	"pigeon_pea"		4	0	2.0	8				"rgrp2"	1823					
1823.0	2174	"legumes_oilseeds"	"sunflower"		5	1	2.0	10				"rgrp2"	1823					
1824.0	2175	"cereals"	"maize"		2	0	0.0	8				"rgrp2"	1824					
1824.0	2176	"legumes_oilseeds"	"sunflower"		4	0	0.0	8				"rgrp2"	1824					
1825.0	2177	"legumes_oilseeds"	"sunflower"		3	1	2.0	10				"rgrp2"	1825					
1825.0	2178	"legumes_oilseeds"	"groundnut"		3	1	1.0	3				"rgrp2"	1825					
1826.0	2179	"legumes_oilseeds"	"sunflower"		3	1	1.5	10				"rgrp2"	1826					
1826.0	2180	"legumes_oilseeds"	"beans"		3	1	1.0	10				"rgrp2"	1826					
1827.0	2181	"cereals"	"maize"		1	1	2.0	10				"rgrp2"	1827					
1828.0	2182	"cereals"	"maize"		1	0	0.0	8				"rgrp2"	1828					
1829.0	2183	"cereals"	"maize"		3	1	1.0	11				"rgrp2"	1829					
1829.0	2184	"legumes_oilseeds"	"sunflower"		4	1	2.0	10				"rgrp2"	1829					
1829.0	2185	"legumes_oilseeds"	"groundnut"		4	1	5.0	10				"rgrp2"	1829					
1830.0	2186	"cereals"	"maize"		3	1	1.0	12				"rgrp2"	1830					
1830.0	2187	"legumes_oilseeds"	"beans"		3	1	1.5	10				"rgrp2"	1830					
1831.0	2188	"legumes_oilseeds"	"groundnut"		1	0	0.0	8				"rgrp2"	1831					
1832.0	2189	"legumes_oilseeds"	"groundnut"		1	0	0.0	8				"rgrp2"	1832					
1833.0	2190	"cereals"	"maize"		1	1	2.0	10				"rgrp2"	1833					
1833.0	2191	"legumes_oilseeds"	"cowpeas"		4	1	5.0	8				"rgrp2"	1833					
1834.0	2192	"fruits"	"banana"		1	0	3.0	17				"rgrp2"	1834					
1834.0	2193	"cash_other"	"coffee"		4	0	5.0	8				"rgrp2"	1834					
1836.0	2194	"cereals"	"maize"		4	1	2.0	10				"rgrp2"	1836					
1836.0	2195	"legumes_oilseeds"	"beans"		1	1	60.0	8				"rgrp2"	1836					
1837.0	2196	"fruits"	"banana"		1	0	10.0	17				"rgrp2"	1837					
1837.0	2197	"cash_other"	"coffee"		3	0	50.0	8				"rgrp2"	1837					
1840.0	2198	"cereals"	"maize"		3	1	5.0	8				"rgrp2"	1840					
1840.0	2199	"legumes_oilseeds"	"sunflower"		5	1	2.0	8				"rgrp2"	1840					
1840.0	2200	"legumes_oilseeds"	"beans"		4	1	5.0	8				"rgrp2"	1840					
1840.0	2201	"legumes_oilseeds"	"groundnut"		5	1	2.0	8				"rgrp2"	1840					
1841.0	2202	"cereals"	"maize"		4	1	30.0	8				"rgrp2"	1841					
1841.0	2203	"legumes_oilseeds"	"beans"		4	0	20.0	8				"rgrp2"	1841					
1841.0	2204	"legumes_oilseeds"	"sunflower"		4	1	30.0	8				"rgrp2"	1841					
1841.0	2205	"legumes_oilseeds"	"green_gram"		4	1	10.0	8				"rgrp2"	1841					
1841.0	2206	"legumes_oilseeds"	"groundnut"		4	1	20.0	8				"rgrp2"	1841					
1843.0	2207	"cereals"	"maize"		4	1	10.0	8				"rgrp2"	1843					
1843.0	2208	"legumes_oilseeds"	"beans"		4	1	10.0	8				"rgrp2"	1843					
1843.0	2209	"legumes_oilseeds"	"green_gram"		4	1	0.0	8				"rgrp2"	1843					
1843.0	2210	"legumes_oilseeds"	"groundnut"		4	1	10.0	8				"rgrp2"	1843					
1843.0	2211	"legumes_oilseeds"	"sunflower"		4	1	10.0	8				"rgrp2"	1843					
1844.0	2212	"cereals"	"maize"		4	1	20.0	8				"rgrp2"	1844					
1844.0	2213	"legumes_oilseeds"	"beans"		4	1	30.0	8				"rgrp2"	1844					
1844.0	2214	"legumes_oilseeds"	"green_gram"		4	1	0.0	8				"rgrp2"	1844					
1844.0	2215	"legumes_oilseeds"	"groundnut"		4	1	30.0	8				"rgrp2"	1844					
1845.0	2216	"legumes_oilseeds"	"sunflower"		4	1	3.0	10				"rgrp2"	1845					
1845.0	2217	"legumes_oilseeds"	"groundnut"		2	1	1.0	2				"rgrp2"	1845					
1846.0	2218	"cereals"	"maize"		3	1	2.0	10				"rgrp2"	1846					
1846.0	2219	"legumes_oilseeds"	"groundnut"		3	1	2.0	2				"rgrp2"	1846					
1846.0	2220	"legumes_oilseeds"	"beans"		4	1	30.0	8				"rgrp2"	1846					
1847.0	2221	"cereals"	"maize"		3	1	2.0	10				"rgrp2"	1847					
1847.0	2222	"legumes_oilseeds"	"cowpeas"		3	1	1.0	10				"rgrp2"	1847					
1847.0	2223	"cereals"	"finger_millet"		4	1	0.0	1				"rgrp2"	1847					
1850.0	2224	"cereals"	"maize"		3	1	4.0	10				"rgrp2"	1850					
1850.0	2225	"legumes_oilseeds"	"beans"		4	1	3.0	10				"rgrp2"	1850					
1850.0	2226	"legumes_oilseeds"	"pigeon_pea"		4	0	1.0	12				"rgrp2"	1850					
1851.0	2227	"legumes_oilseeds"	"groundnut"		3	1	0.0	8				"rgrp2"	1851					
1851.0	2228	"cereals"	"maize"		4	1	0.0	8				"rgrp2"	1851					
1851.0	2229	"legumes_oilseeds"	"sunflower"		5	1	0.0	8				"rgrp2"	1851					
1851.0	2230	"legumes_oilseeds"	"pigeon_pea"		5	1	0.0	8				"rgrp2"	1851					
1852.0	2231	"legumes_oilseeds"	"groundnut"		3	1	0.0	8				"rgrp2"	1852					
1852.0	2232	"cereals"	"maize"		4	1	0.0	8				"rgrp2"	1852					
1852.0	2233	"legumes_oilseeds"	"beans"		5	1	0.0	8				"rgrp2"	1852					
1852.0	2234	"legumes_oilseeds"	"pigeon_pea"		5	1	0.0	8				"rgrp2"	1852					
1853.0	2235	"legumes_oilseeds"	"sunflower"		2	1	1.0	3				"rgrp2"	1853					
1853.0	2236	"legumes_oilseeds"	"pigeon_pea"		4	1	1.0	12				"rgrp2"	1853					
1854.0	2237	"cereals"	"maize"		1	1	2.0	1				"rgrp2"	1854					
1854.0	2238	"legumes_oilseeds"	"cowpeas"		1	1	3.0	10				"rgrp2"	1854					
1855.0	2239	"fruits"	"banana"		1	1	15.0	17				"rgrp2"	1855					
1855.0	2240	"cash_other"	"coffee"		3	1	50.0	8				"rgrp2"	1855					
1856.0	2241	"cereals"	"maize"		1	1	1.0	1				"rgrp2"	1856					
1856.0	2242	"legumes_oilseeds"	"cowpeas"		3	1	20.0	8				"rgrp2"	1856					
1857.0	2243	"cereals"	"maize"		1	1	2.0	1				"rgrp2"	1857					
1857.0	2244	"legumes_oilseeds"	"beans"		3	1	10.0	8				"rgrp2"	1857					
1858.0	2245	"cereals"	"maize"		1	1	1.0	8				"rgrp2"	1858					
1859.0	2246	"fruits"	"banana"		1	1	20.0	17				"rgrp2"	1859					
1859.0	2247	"roots_tubers"	"cassava"		3	1	2.0	5				"rgrp2"	1859					
1860.0	2248	"cereals"	"maize"		2	0	2.0	1				"rgrp2"	1860					
1860.0	2249	"fruits"	"banana"		5	0	0.0	17				"rgrp2"	1860					
1861.0	2250	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1861					
1862.0	2251	"cereals"	"maize"		2	0	3.0	1				"rgrp2"	1862					
1862.0	2252	"legumes_oilseeds"	"beans"		5	1	1.0	12				"rgrp2"	1862					
1863.0	2253	"fruits"	"banana"		3	0	0.0	17				"rgrp2"	1863					
1863.0	2254	"cash_other"	"coffee"		3	0	0.0	8				"rgrp2"	1863					
1864.0	2255	"cereals"	"maize"		3	0	5.0	1				"rgrp2"	1864					
1864.0	2256	"legumes_oilseeds"	"beans"		4	0	1.0	10				"rgrp2"	1864					
1864.0	2257	"fruits"	"banana"		5	0	0.0	17				"rgrp2"	1864					
1865.0	2258	"cereals"	"maize"		2	0	7.0	1				"rgrp2"	1865					
1865.0	2259	"legumes_oilseeds"	"beans"		4	0	2.0	10				"rgrp2"	1865					
1866.0	2260	"cash_other"	"coffee"		3	0	0.0	8				"rgrp2"	1866					
1866.0	2261	"fruits"	"banana"		3	1	2.0	17				"rgrp2"	1866					
1867.0	2262	"cereals"	"maize"		1	0	4.0	1				"rgrp2"	1867					
1868.0	2263	"cash_other"	"coffee"		3	0	0.0	8				"rgrp2"	1868					
1868.0	2264	"fruits"	"banana"		3	0	0.0	8				"rgrp2"	1868					
1869.0	2265	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1869					
1870.0	2266	"cereals"	"maize"		1	0	4.0	0				"rgrp2"	1870					
1871.0	2267	"fruits"	"banana"		1	0	30.0	17				"rgrp2"	1871					
1872.0	2268	"cereals"	"maize"		3	0	3.0	0				"rgrp2"	1872					
1872.0	2269	"legumes_oilseeds"	"beans"		3	0	3.0	10				"rgrp2"	1872					
1873.0	2270	"fruits"	"banana"		1	0	22.0	17				"rgrp2"	1873					
1874.0	2271	"cereals"	"maize"		3	0	3.0	0				"rgrp2"	1874					
1874.0	2272	"legumes_oilseeds"	"beans"		3	0	5.0	10				"rgrp2"	1874					
1875.0	2273	"cereals"	"maize"		3	0	1.0	1				"rgrp2"	1875					
1875.0	2274	"fruits"	"banana"		3	0	50.0	17				"rgrp2"	1875					
1875.0	2275	"cash_other"	"coffee"		4	0	50.0	8				"rgrp2"	1875					
1876.0	2276	"cereals"	"maize"		3	0	3.0	1				"rgrp2"	1876					
1876.0	2277	"legumes_oilseeds"	"beans"		4	0	1.5	1				"rgrp2"	1876					
1876.0	2278	"legumes_oilseeds"	"sunflower"		4	1	3.0	10				"rgrp2"	1876					
1877.0	2279	"cereals"	"maize"		3	1	2.0	1				"rgrp2"	1877					
1877.0	2280	"legumes_oilseeds"	"beans"		4	1	5.0	10				"rgrp2"	1877					
1877.0	2281	"fruits"	"banana"		3	0	80.0	17				"rgrp2"	1877					
1877.0	2282	"roots_tubers"	"yams"		4	0	3.0	1				"rgrp2"	1877					
1878.0	2283	"cereals"	"maize"		3	0	5.0	1				"rgrp2"	1878					
1878.0	2284	"legumes_oilseeds"	"beans"		4	1	1.0	1				"rgrp2"	1878					
1878.0	2285	"legumes_oilseeds"	"sunflower"		4	0	2.0	2				"rgrp2"	1878					
1879.0	2286	"cereals"	"maize"		2	0	2.0	1				"rgrp2"	1879					
1879.0	2287	"legumes_oilseeds"	"beans"		4	1	2.0	10				"rgrp2"	1879					
1880.0	2288	"cereals"	"maize"		1	0	3.0	1				"rgrp2"	1880					
1881.0	2289	"cereals"	"maize"		2	0	2.5	1				"rgrp2"	1881					
1881.0	2290	"legumes_oilseeds"	"beans"		4	0	1.0	11				"rgrp2"	1881					
1882.0	2291	"cereals"	"maize"		1	0	4.0	1				"rgrp2"	1882					
1883.0	2292	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1883					
1884.0	2293	"cereals"	"maize"		1	0	60.0	8				"rgrp2"	1884					
1884.0	2294	"legumes_oilseeds"	"beans"		3	1	1.0	10				"rgrp2"	1884					
1885.0	2295	"fruits"	"banana"		1	0	0.0	17				"rgrp2"	1885					
1885.0	2296	"cash_other"	"coffee"		5	0	3.0	8				"rgrp2"	1885					
1886.0	2297	"cereals"	"maize"		1	0	2.0	10				"rgrp2"	1886					
1887.0	2298	"cereals"	"maize"		1	0	4.0	10				"rgrp2"	1887					
1888.0	2299	"cereals"	"maize"		1	0	6.0	0				"rgrp2"	1888					
1889.0	2300	"cereals"	"maize"		1	0	3.0	10				"rgrp2"	1889					
1889.0	2301	"legumes_oilseeds"	"beans"		3	1	2.0	10				"rgrp2"	1889					
1890.0	2302	"cereals"	"maize"		1	0	8.0	1				"rgrp2"	1890					
1890.0	2303	"legumes_oilseeds"	"sunflower"		3	0	12.0	10				"rgrp2"	1890					
1891.0	2304	"cereals"	"maize"		1	0	10.0	1				"rgrp2"	1891					
1891.0	2305	"legumes_oilseeds"	"sunflower"		2	0	3.0	2				"rgrp2"	1891					
1892.0	2306	"cash_other"	"coffee"		1	0	70.0	8				"rgrp2"	1892					
1892.0	2307	"fruits"	"banana"		2	0	20.0	17				"rgrp2"	1892					
1893.0	2308	"fruits"	"banana"		1	0	25.0	17				"rgrp2"	1893					
1893.0	2309	"cash_other"	"coffee"		1	0	60.0	8				"rgrp2"	1893					
1894.0	2310	"cereals"	"maize"		1	0	5.0	1				"rgrp2"	1894					
1894.0	2311	"legumes_oilseeds"	"sunflower"		3	1	6.0	10				"rgrp2"	1894					
1895.0	2312	"cereals"	"maize"		2	0	15.0	1				"rgrp2"	1895					
1895.0	2313	"legumes_oilseeds"	"sunflower"		4	1	2.0	2				"rgrp2"	1895					
1897.0	2314	"cereals"	"maize"		3	1	5.0	1				"rgrp2"	1897					
1897.0	2315	"legumes_oilseeds"	"beans"		4	1	4.0	10				"rgrp2"	1897					
1897.0	2316	"legumes_oilseeds"	"sunflower"		4	1	2.0	2				"rgrp2"	1897					
1897.0	2317	"vegetables"	"veg_other"		5	0	500.0	23				"rgrp2"	1897					
1897.0	2318	"fruits"	"banana"		5	0	30.0	17				"rgrp2"	1897					
1899.0	2319	"cereals"	"maize"		2	0	21.0	10				"rgrp2"	1899					
1899.0	2320	"legumes_oilseeds"	"sunflower"		4	1	5.0	10				"rgrp2"	1899					
1900.0	2321	"cereals"	"maize"		2	0	42.0	10				"rgrp2"	1900					
1900.0	2322	"legumes_oilseeds"	"beans"		4	1	1.0	10				"rgrp2"	1900					
1900.0	2323	"legumes_oilseeds"	"sunflower"		5	1	1.0	8				"rgrp2"	1900					
1901.0	2324	"cereals"	"maize"		1	0	14.0	10				"rgrp2"	1901					
1903.0	2325	"cereals"	"maize"		1	0	2.0	1				"rgrp2"	1903					
1903.0	2326	"legumes_oilseeds"	"sunflower"		3	0	3.0	10				"rgrp2"	1903					
1904.0	2327	"cereals"	"maize"		1	0	6.0	1				"rgrp2"	1904					
1905.0	2328	"cereals"	"maize"		1	0	5.0	1				"rgrp2"	1905					
1906.0	2329	"cereals"	"maize"		3	0	3.0	0				"rgrp2"	1906					
1906.0	2330	"legumes_oilseeds"	"sunflower"		3	0	3.0	10				"rgrp2"	1906					
1907.0	2331	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1907					
1908.0	2332	"cereals"	"maize"		3	0	4.0	0				"rgrp2"	1908					
1908.0	2333	"legumes_oilseeds"	"sunflower"		3	0	3.0	10				"rgrp2"	1908					
1909.0	2334	"cereals"	"maize"		1	0	15.0	0				"rgrp2"	1909					
1910.0	2335	"vegetables"	"veg_other"		1	1	150.0	14				"rgrp2"	1910					
1911.0	2336	"cereals"	"maize"		1	0	5.0	0				"rgrp2"	1911					
1912.0	2337	"cereals"	"maize"		1	0	8.0	0				"rgrp2"	1912					
1913.0	2338	"cereals"	"maize"		1	0	7.0	0				"rgrp2"	1913					
1914.0	2339	"cereals"	"maize"		1	0	3.0	0				"rgrp2"	1914					
